firm,date,sentence,aspect,score,method,speaker,sector
TCS,2023-04-13,TD Bank Group is working with TCS to continue to transform the bank's public- facing digital assets.,ai_adoption,1.0,keyword,management,it_services
TCS,2023-04-13,"This is expected to help TD enhance its agility, deliver richer customer experience and drive greater digital adoption among its customers.",ai_adoption,1.0,keyword,management,it_services
TCS,2023-04-13,"A Europe-headquartered global bank engaged TCS, its strategic partner, to develop an ESG data distribution platform to support its regulatory reporting on its own sustainable finance framework.",geography_vertical,1.0,keyword,management,it_services
TCS,2023-04-13,"Leveraging our deep domain knowledge in the area of ESG and sustainable finance, the TCS team designed a new cloud-based solution that makes high- quality ESG data available to internal stakeholders, for more accurate insights on sustainability, sustainability and ESG performance of their deals and products.",ai_adoption,1.0,keyword,management,it_services
TCS,2023-04-13,This includes 1 mega deal we signed in February with the Phoenix Group.,large_deals,1.0,keyword,management,it_services
TCS,2023-04-13,Our Q4 order book contains an all-time high number of deals with TCV above $50 million.,pipeline,1.0,keyword,management,it_services
TCS,2023-04-13,Our Q4 order book contains an all-time high number of deals with TCV above $50 million.,tcv,1.0,keyword,management,it_services
TCS,2023-04-13,The TCV of deals signed in North America stood at $5 billion.,geography_vertical,1.0,keyword,management,it_services
TCS,2023-04-13,The TCV of deals signed in North America stood at $5 billion.,tcv,1.0,keyword,management,it_services
TCS,2023-04-13,"While this is similar to the order book at the end of FY 22, our FY 23 order book is less lumpy and has more deals in the $50 million to $100 million TCV range.",pipeline,1.0,keyword,management,it_services
TCS,2023-04-13,"While this is similar to the order book at the end of FY 22, our FY 23 order book is less lumpy and has more deals in the $50 million to $100 million TCV range.",tcv,1.0,keyword,management,it_services
TCS,2023-04-13,"In other words, we have been able to build up an equally large order book without as many mega deals in the mix.",pipeline,1.0,keyword,management,it_services
TCS,2023-04-13,This implies faster revenue conversion compared to last year's order book and gives us better visibility into growth next year.,revenue,1.0,keyword,management,it_services
TCS,2023-04-13,This implies faster revenue conversion compared to last year's order book and gives us better visibility into growth next year.,guidance,1.0,keyword,management,it_services
TCS,2023-04-13,This implies faster revenue conversion compared to last year's order book and gives us better visibility into growth next year.,pipeline,1.0,keyword,management,it_services
TCS,2023-04-13,"In terms of questions, I think the first one is on demand.",demand,1.0,keyword,management,it_services
TCS,2023-04-13,There appears to be a sharp change in demand commentary.,demand,1.0,keyword,management,it_services
TCS,2023-04-13,"And if this uncertainty gets prolonged, how do you expect client priorities and behavior to",guidance,1.0,keyword,management,it_services
TCS,2023-04-13,and then I'll have Krithi answer both the FY 24 and the demand forward.,demand,1.0,keyword,management,it_services
TCS,2023-04-13,"So, if you look at areas like Manufacturing, especially on the process and industrial side, that is reflecting the weakness from a more global perspective.",geography_vertical,1.0,keyword,management,it_services
TCS,2023-04-13,Areas like Retail in the US are reflecting the sentiment of the local market and especially on the expectation from what's going on in the credit terms.,geography_vertical,1.0,keyword,management,it_services
TCS,2023-04-13,"And the weakness is not just coming out of the BFSI, it is coming across sectors in North America.",geography_vertical,2.0,keyword,management,it_services
TCS,2023-04-13,"K. Krithivasan: Like Rajesh mentioned, there has been weakness in BFSI because of the market uncertainty in the last quarter.",geography_vertical,1.0,keyword,analyst,it_services
TCS,2023-04-13,"But as we mentioned, the order book has been quite strong, in fact one of the highest order books that we have in the recent past.",pipeline,1.0,keyword,management,it_services
TCS,2023-04-13,"And like we also commented, the order book is less lengthy and it has more smaller deals or short duration deals, which means the revenue conversion could be even higher.",revenue,1.0,keyword,management,it_services
TCS,2023-04-13,"And like we also commented, the order book is less lengthy and it has more smaller deals or short duration deals, which means the revenue conversion could be even higher.",pipeline,1.0,keyword,management,it_services
TCS,2023-04-13,"But having said that, like we are not going to give guidance for immediate quarters because uncertainty is still there and clients are still looking at their priorities and things they want to spend.",guidance,1.0,keyword,management,it_services
TCS,2023-04-13,But we are comfortable with the medium to long-term spend looking at our order book.,pipeline,1.0,keyword,management,it_services
TCS,2023-04-13,So I don't expect a drastic strategy change.,guidance,1.0,keyword,management,it_services
TCS,2023-04-13,Our strategy is anyway based on client centricity and employee empathy.,attrition,1.0,keyword,management,it_services
TCS,2023-04-13,Just curious to hear your thoughts as a leadership group on how generative AI changes the nature of technology consumption and if it impacts the bargaining power for clients or for,ai_adoption,2.0,keyword,management,it_services
TCS,2023-04-13,"Many quarters ago, I think at one of the analyst calls, I mentioned that AI/ML has the potential to fundamentally change the way that we deliver software to our clients.",ai_adoption,1.0,keyword,management,it_services
TCS,2023-04-13,"We are quite excited with the opportunity of delivering proven code, either you can call it a low code, no code, zero code, but -- or a generative AI kind of a",ai_adoption,2.0,keyword,management,it_services
TCS,2023-04-13,"The prevailing industry perception seems to be that because of macro uncertainty, deal mix is shifting towards cost optimization, which are typically large deals that may take longer time lines for revenue conversion.",revenue,1.0,keyword,management,it_services
TCS,2023-04-13,"The prevailing industry perception seems to be that because of macro uncertainty, deal mix is shifting towards cost optimization, which are typically large deals that may take longer time lines for revenue conversion.",cost,1.0,keyword,management,it_services
TCS,2023-04-13,"Like we discussed before, our order book is actually very less lumpy, with just one mega deal and a number of medium to small-sized deals.",pipeline,1.0,keyword,management,it_services
